,Residence,Colonnes,Annee,Mois,Nature de l'écriture,Contexte,Code_H,Ligne_Analytique,Groupe,Montant
3233,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,2.16.1.,"Fournitures (bureau, contrat, reprographie…)",Charge,450
3234,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,2.16.1.1.,Fournitures administratives,Charge,250
3235,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,2.16.1.3.,Reprographie,Charge,200
3236,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,2.16.2.,Frais postaux,Charge,150
3237,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,2.16.3.,Frais bancaires (compte séparé),Charge,75
3238,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,2.16.3.1.,Frais bancaires,Charge,75
3239,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,2.17.,TELEPHONIE - INTERNET - INFORMATIQUE,Charge,6803
3240,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,2.17.1.,Téléphone (C° et Abonnement),Charge,140
3241,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,2.17.2.,Internet (location de ligne),Charge,6663
3242,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,2.17.3.,Informatique,Charge,0
3243,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,2.17.3.2.,Informatique - Logiciels / licences,Charge,0
3244,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,2.2.,IMPOTS et TAXES DIVERSES,Charge,-30
3245,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,2.2.2.,Taxe d'ordures ménagères,Charge,0
3246,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,2.2.3.,Taxe foncière / Taxe d'habitation,Charge,0
3247,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,2.2.3.1.,Taxe foncière / taxe d'habitation,Charge,0
3248,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,2.2.3.2.,Taxe foncière Syndic,Charge,0
3249,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,2.2.4.1.,Autres impôts et taxes,Charge,-60
3250,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,2.3.,ENERGIE,Charge,5564
3251,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,2.3.1.,EAU : (RSG-REA-YSER-LFP),Charge,0
3252,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,2.3.2.,EDF : (RSG-REA-LFP),Charge,3715
3253,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,2.3.2.1.,EDF - Parties communes : Réel (50200000),Charge,2900
3254,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,2.3.2.2.,EDF - Parties Privatives,Charge,433
3255,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,2.3.2.3.,EDF - Ascenseurs,Charge,383
3256,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,2.3.3.,Chauffage - Gaz,Charge,1849
3257,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,2.4.,CONTRATS DE MAINTENANCE,Charge,1965
3258,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,2.4.1.,Contrat de maintenance LFP,Charge,359
3259,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,2.4.1.13.,Maintenance - toiture,Charge,0
3260,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,2.4.1.2.,Maintenance - chauffage,Charge,0
3261,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,2.4.1.3.,Maintenance - ascenseurs,Charge,0
3262,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,2.4.1.5.,Maintenance - parkings,Charge,359
3263,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,2.4.1.6.,Maintenance - espaces verts,Charge,0
3264,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,2.4.1.7.,Maintenance - sécurité,Charge,0
3265,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,2.4.1.8.,Maintenance - VMC,Charge,0
3266,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,2.4.1.9.,Maintenance - contrats divers,Charge,0
3267,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,2.4.2.,Autres charges de copropriété,Charge,97
3268,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,2.4.2.1.,Autres charges - 51000000,Charge,0
3269,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,2.4.2.4.,Autres charges - téléphone ascenseurs,Charge,97
3270,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,2.4.3.,Contrat maintenance (Hors Syndic),Charge,2262
3271,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,2.4.4.,ASSURANCE : (Immeuble para hotelier multirisque),Charge,-753
3272,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,2.6.,REMISE EN ETAT PARTIES PRIVATIVES,Charge,2809
3273,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,2.6.1.,Réparations Parties Privatives,Charge,2809
3274,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,2.8.,LINGE ET BLANCHISSAGE,Charge,625
3275,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,2.8.1.,Location de linge + nettoyage de linge,Charge,625
3276,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,2.9.,FOURNITURES D'EXPLOITATION,Charge,1103
3277,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,2.9.1.,Produits et matériel d'entretien,Charge,603
3278,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,2.9.5.,Achat petit équip. et fourn. / charges diverses d'exploit,Charge,500
3279,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,2.9.5.4.,Achat - charges diverses d'exploitation,Charge,500
3280,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,3.,MARGE 1,Marge,137004
3281,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,5.,Total 1,Charge,82483
3282,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,5.1.,AMORTISSEMENT et CREDIT BAIL,Charge,2616
3283,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,5.1.2.,Amortissement matériel,Charge,3
3284,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,5.1.2.1.,Amortissement - Téléphonie,Charge,3
3285,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,5.1.3.,Amortissement Mobilier Travaux,Charge,2613
3286,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,5.1.3.3.,Mobilier - Amortissement,Charge,2613
3287,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,5.2.,LOYERS REVERSES PROPRIETAIRES,Charge,68618
3288,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,5.2.1.,Loyers reversés aux propriétaires,Charge,68618
3289,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,5.3.,GROS TRAVAUX,Charge,943
3290,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,5.3.1.,Gros travaux Parties Privatives,Charge,943
3291,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,5.4.,INCIDENCE T.V.A,Charge,8757
3292,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,5.4.1.,Incidence TVA (cc + prorata de gestion),Charge,8757
3293,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,5.4.2.,Incidence TVA liée MDG et GARDIEN,Charge,0
3294,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,5.5.,CET (ex Taxe Pro),Charge,1549
3295,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,6.,MARGE 2,Marge,54521
3296,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,8.,Total 2,Charge,14871
3297,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,8.1.,PRESTATIONS INTERNES (Y/C Honoraires syndic),Charge,14059
3298,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,8.2.,FRAIS DES SOCIETES,Charge,813
3299,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,8.2.1.,Frais des sociétés RSG,Charge,762
3300,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,8.2.7.,Incidence congés payés,Charge,51
3301,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,8.3.,HONORAIRES SYNDIC,Charge,0
3302,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,9.,MARGE 3,Marge,39650
3303,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,1.,RECETTES,Chiffre d'affaire,204356
3304,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,1.1.,Loyers logements et parkings HT,Chiffre d'affaire,169360
3305,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,1.1.1.,CA Locatif Estudines,Chiffre d'affaire,168858
3306,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,1.1.4.,CA Locatif Parkings,Chiffre d'affaire,502
3307,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,1.2.,RECETTES ANNEXES,Chiffre d'affaire,35382
3308,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,1.2.12.,Charges de copro récupérables,Chiffre d'affaire,33562
3309,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,1.2.2.,CA Frais locatif,Chiffre d'affaire,1800
3310,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,1.2.5.,CA Laverie-Ménage,Chiffre d'affaire,0
3311,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,1.2.5.2.,Laverie,Chiffre d'affaire,0
3312,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,1.2.8.,CA Divers,Chiffre d'affaire,20
3313,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,1.3.,Commission Agence TO,Chiffre d'affaire,-386
3314,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,1.4.,IMPAYES,Chiffre d'affaire,0
3315,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,1.4.1.,Impayés locataires,Chiffre d'affaire,0
3316,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,10,% DES RECETTES TOTALES,Chiffre d'affaire,168
3317,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,11.,Dotations aux amortissements (CAPEX),Chiffre d'affaire,0
3318,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,12.,EBITDA,Marge,92566
3319,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,14.,FREE CASH FLOW,Marge,92566
3320,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,2.,CHARGES D'IMMEUBLE DIRECTES,Charge,67671
3321,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,2.1.,FRAIS DE PERSONNEL,Charge,12132
3322,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,2.1.1.,Salaires,Charge,8847
3323,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,2.1.10.,Prestataires sécurité gardiennage,Charge,146
3324,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,2.1.10.1.,Prestataire sécurité gardiennage,Charge,146
3325,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,2.1.11.,Nettoyage Parties Communes,Charge,0
3326,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,2.1.12.,Nettoyage Parties Privatives,Charge,0
3327,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,2.1.2.,Charges sur salaires,Charge,2707
3328,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,2.1.3.,Prime,Charge,153
3329,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,2.1.6.,Personnel intérimaire,Charge,0
3330,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,2.1.9.1.,Autres frais de personnel,Charge,556
3331,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,2.12.,"LOCATIONS, HONORAIRES, SACEM ET TV",Charge,2319
3332,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,2.12.3.,Honoraire contentieux Gestion,Charge,2319
3333,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,2.12.3.1.,Honoraire - juridiques et contentieux,Charge,0
3334,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,2.12.3.2.,Honoraire - divers,Charge,2319
3335,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,2.13.,DEPLACEMENT ET MISSION,Charge,66
3336,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,2.14.,PUBLICITE,Charge,63
3337,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,2.14.1.,Publicité locale (résidence),Charge,63
3338,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,2.15.,Publicité Internet,Charge,672
3339,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,2.16.,FOURNITURES ADMINISTRATIVES,Charge,75
3340,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,2.16.1.,"Fournitures (bureau, contrat, reprographie…)",Charge,0
3341,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,2.16.1.1.,Fournitures administratives,Charge,0
3342,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,2.16.1.3.,Reprographie,Charge,0
3343,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,2.16.2.,Frais postaux,Charge,0
3344,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,2.16.3.,Frais bancaires (compte séparé),Charge,75
3345,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,2.16.3.1.,Frais bancaires,Charge,75
3346,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,2.17.,TELEPHONIE - INTERNET - INFORMATIQUE,Charge,340
3347,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,2.17.1.,Téléphone (C° et Abonnement),Charge,140
3348,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,2.17.2.,Internet (location de ligne),Charge,0
3349,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,2.17.3.,Informatique,Charge,200
3350,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,2.17.3.2.,Informatique - Logiciels / licences,Charge,200
3351,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,2.2.,IMPOTS et TAXES DIVERSES,Charge,30
3352,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,2.2.2.,Taxe d'ordures ménagères,Charge,0
3353,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,2.2.3.,Taxe foncière / Taxe d'habitation,Charge,0
3354,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,2.2.3.1.,Taxe foncière / taxe d'habitation,Charge,0
3355,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,2.2.3.2.,Taxe foncière Syndic,Charge,0
3356,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,2.2.4.1.,Autres impôts et taxes,Charge,60
3357,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,2.3.,ENERGIE,Charge,43046
3358,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,2.3.1.,EAU : (RSG-REA-YSER-LFP),Charge,37000
3359,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,2.3.2.,EDF : (RSG-REA-LFP),Charge,3839
3360,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,2.3.2.1.,EDF - Parties communes : Réel (50200000),Charge,2997
3361,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,2.3.2.2.,EDF - Parties Privatives,Charge,447
3362,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,2.3.2.3.,EDF - Ascenseurs,Charge,396
3363,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,2.3.3.,Chauffage - Gaz,Charge,2207
3364,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,2.4.,CONTRATS DE MAINTENANCE,Charge,7607
3365,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,2.4.1.,Contrat de maintenance LFP,Charge,4495
3366,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,2.4.1.13.,Maintenance - toiture,Charge,0
3367,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,2.4.1.2.,Maintenance - chauffage,Charge,0
3368,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,2.4.1.3.,Maintenance - ascenseurs,Charge,1205
3369,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,2.4.1.5.,Maintenance - parkings,Charge,0
3370,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,2.4.1.6.,Maintenance - espaces verts,Charge,1394
3371,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,2.4.1.7.,Maintenance - sécurité,Charge,0
3372,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,2.4.1.8.,Maintenance - VMC,Charge,0
3373,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,2.4.1.9.,Maintenance - contrats divers,Charge,1895
3374,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,2.4.2.,Autres charges de copropriété,Charge,97
3375,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,2.4.2.1.,Autres charges - 51000000,Charge,0
3376,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,2.4.2.4.,Autres charges - téléphone ascenseurs,Charge,97
3377,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,2.4.3.,Contrat maintenance (Hors Syndic),Charge,2262
3378,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,2.4.4.,ASSURANCE : (Immeuble para hotelier multirisque),Charge,753
3379,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,2.6.,REMISE EN ETAT PARTIES PRIVATIVES,Charge,233
3380,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,2.6.1.,Réparations Parties Privatives,Charge,233
3381,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,2.8.,LINGE ET BLANCHISSAGE,Charge,309
3382,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,2.8.1.,Location de linge + nettoyage de linge,Charge,309
3383,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,2.9.,FOURNITURES D'EXPLOITATION,Charge,780
3384,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,2.9.1.,Produits et matériel d'entretien,Charge,780
3385,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,2.9.5.,Achat petit équip. et fourn. / charges diverses d'exploit,Charge,0
3386,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,2.9.5.4.,Achat - charges diverses d'exploitation,Charge,0
3387,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,3.,MARGE 1,Marge,136684
3388,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,5.,Total 1,Charge,22622
3389,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,5.1.,AMORTISSEMENT et CREDIT BAIL,Charge,0
3390,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,5.1.2.,Amortissement matériel,Charge,0
3391,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,5.1.2.1.,Amortissement - Téléphonie,Charge,0
3392,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,5.1.3.,Amortissement Mobilier Travaux,Charge,0
3393,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,5.1.3.3.,Mobilier - Amortissement,Charge,0
3394,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,5.2.,LOYERS REVERSES PROPRIETAIRES,Charge,0
3395,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,5.2.1.,Loyers reversés aux propriétaires,Charge,0
3396,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,5.3.,GROS TRAVAUX,Charge,943
3397,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,5.3.1.,Gros travaux Parties Privatives,Charge,943
3398,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,5.4.,INCIDENCE T.V.A,Charge,20190
3399,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,5.4.1.,Incidence TVA (cc + prorata de gestion),Charge,20190
3400,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,5.4.2.,Incidence TVA liée MDG et GARDIEN,Charge,0
3401,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,5.5.,CET (ex Taxe Pro),Charge,1490
3402,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,6.,MARGE 2,Marge,114062
3403,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,8.,Total 2,Charge,21495
3404,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,8.1.,PRESTATIONS INTERNES (Y/C Honoraires syndic),Charge,14059
3405,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,8.2.,FRAIS DES SOCIETES,Charge,911
3406,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,8.2.1.,Frais des sociétés RSG,Charge,762
3407,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,8.2.7.,Incidence congés payés,Charge,149
3408,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,8.3.,HONORAIRES SYNDIC,Charge,6526
3409,11000099 - Noisy,Prév 2025,2025.0,10.0,Mensuelle,P,9.,MARGE 3,Marge,92566
3410,11000099 - Noisy,Prév 2025,2025.0,11.0,Mensuelle,P,1.,RECETTES,Chiffre d'affaire,172626
3411,11000099 - Noisy,Prév 2025,2025.0,11.0,Mensuelle,P,1.1.,Loyers logements et parkings HT,Chiffre d'affaire,167636
3412,11000099 - Noisy,Prév 2025,2025.0,11.0,Mensuelle,P,1.1.1.,CA Locatif Estudines,Chiffre d'affaire,167134
3413,11000099 - Noisy,Prév 2025,2025.0,11.0,Mensuelle,P,1.1.4.,CA Locatif Parkings,Chiffre d'affaire,502
3414,11000099 - Noisy,Prév 2025,2025.0,11.0,Mensuelle,P,1.2.,RECETTES ANNEXES,Chiffre d'affaire,4990
3415,11000099 - Noisy,Prév 2025,2025.0,11.0,Mensuelle,P,1.2.12.,Charges de copro récupérables,Chiffre d'affaire,0
3416,11000099 - Noisy,Prév 2025,2025.0,11.0,Mensuelle,P,1.2.2.,CA Frais locatif,Chiffre d'affaire,1900
3417,11000099 - Noisy,Prév 2025,2025.0,11.0,Mensuelle,P,1.2.5.,CA Laverie-Ménage,Chiffre d'affaire,2990
3418,11000099 - Noisy,Prév 2025,2025.0,11.0,Mensuelle,P,1.2.5.2.,Laverie,Chiffre d'affaire,2990
3419,11000099 - Noisy,Prév 2025,2025.0,11.0,Mensuelle,P,1.2.8.,CA Divers,Chiffre d'affaire,100
3420,11000099 - Noisy,Prév 2025,2025.0,11.0,Mensuelle,P,1.3.,Commission Agence TO,Chiffre d'affaire,0
3421,11000099 - Noisy,Prév 2025,2025.0,11.0,Mensuelle,P,1.4.,IMPAYES,Chiffre d'affaire,0
3422,11000099 - Noisy,Prév 2025,2025.0,11.0,Mensuelle,P,1.4.1.,Impayés locataires,Chiffre d'affaire,0
3423,11000099 - Noisy,Prév 2025,2025.0,11.0,Mensuelle,P,10,% DES RECETTES TOTALES,Chiffre d'affaire,42
3424,11000099 - Noisy,Prév 2025,2025.0,11.0,Mensuelle,P,11.,Dotations aux amortissements (CAPEX),Chiffre d'affaire,0
3425,11000099 - Noisy,Prév 2025,2025.0,11.0,Mensuelle,P,12.,EBITDA,Marge,-42663
3426,11000099 - Noisy,Prév 2025,2025.0,11.0,Mensuelle,P,14.,FREE CASH FLOW,Marge,-42663
3427,11000099 - Noisy,Prév 2025,2025.0,11.0,Mensuelle,P,2.,CHARGES D'IMMEUBLE DIRECTES,Charge,29790
3428,11000099 - Noisy,Prév 2025,2025.0,11.0,Mensuelle,P,2.1.,FRAIS DE PERSONNEL,Charge,12101
3429,11000099 - Noisy,Prév 2025,2025.0,11.0,Mensuelle,P,2.1.1.,Salaires,Charge,8804
3430,11000099 - Noisy,Prév 2025,2025.0,11.0,Mensuelle,P,2.1.10.,Prestataires sécurité gardiennage,Charge,50
3431,11000099 - Noisy,Prév 2025,2025.0,11.0,Mensuelle,P,2.1.10.1.,Prestataire sécurité gardiennage,Charge,50
3432,11000099 - Noisy,Prév 2025,2025.0,11.0,Mensuelle,P,2.1.11.,Nettoyage Parties Communes,Charge,0
3433,11000099 - Noisy,Prév 2025,2025.0,11.0,Mensuelle,P,2.1.12.,Nettoyage Parties Privatives,Charge,208
3434,11000099 - Noisy,Prév 2025,2025.0,11.0,Mensuelle,P,2.1.2.,Charges sur salaires,Charge,2561
3435,11000099 - Noisy,Prév 2025,2025.0,11.0,Mensuelle,P,2.1.3.,Prime,Charge,153
3436,11000099 - Noisy,Prév 2025,2025.0,11.0,Mensuelle,P,2.1.6.,Personnel intérimaire,Charge,0
3437,11000099 - Noisy,Prév 2025,2025.0,11.0,Mensuelle,P,2.1.9.1.,Autres frais de personnel,Charge,650
3438,11000099 - Noisy,Prév 2025,2025.0,11.0,Mensuelle,P,2.12.,"LOCATIONS, HONORAIRES, SACEM ET TV",Charge,500
3439,11000099 - Noisy,Prév 2025,2025.0,11.0,Mensuelle,P,2.12.3.,Honoraire contentieux Gestion,Charge,500
3440,11000099 - Noisy,Prév 2025,2025.0,11.0,Mensuelle,P,2.12.3.1.,Honoraire - juridiques et contentieux,Charge,500
3441,11000099 - Noisy,Prév 2025,2025.0,11.0,Mensuelle,P,2.12.3.2.,Honoraire - divers,Charge,0
3442,11000099 - Noisy,Prév 2025,2025.0,11.0,Mensuelle,P,2.13.,DEPLACEMENT ET MISSION,Charge,304
3443,11000099 - Noisy,Prév 2025,2025.0,11.0,Mensuelle,P,2.14.,PUBLICITE,Charge,0
3444,11000099 - Noisy,Prév 2025,2025.0,11.0,Mensuelle,P,2.14.1.,Publicité locale (résidence),Charge,0
3445,11000099 - Noisy,Prév 2025,2025.0,11.0,Mensuelle,P,2.15.,Publicité Internet,Charge,76
3446,11000099 - Noisy,Prév 2025,2025.0,11.0,Mensuelle,P,2.16.,FOURNITURES ADMINISTRATIVES,Charge,75
